gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Female,38,56.58,58,2294,graduate,EN,Web,5493,"We bought this to give to young children that attended our wedding. Kid's ranged from 4-10 years old. It would have been to have multiple robots to decorate, but the price of the book and actually the small size came in handy for us - perfect to give out to kids and fit nicely in a little treat box for them. This is great for a little gift to make a child feel special - and to keep them occupied for a bit!",Great for a gift!
Male,39,56.58,91,3634,graduate,EN,Web,5510,"This book is small in size and probably best for 4 to 5 years old due to having to piece the robots together without knowing what a robot is.  My 3.5 year old didn't show much interest in it other than them being stickers.  However, I saved it and he will more than likely go for it in a year or two.",Small sized...
Female,25,57.4,29,926,graduate,EN,Web,5512,got it for my 8 year old but it was very small like only a few pages. i don't even know where it is now,its ok
Female,33,57.4,77,2900,graduate,EN,Web,8235,"Nice book but it was so small.  I should have read the size of the book.  It's about as big as my palms.  The activities looks fun for little ones, good for the car.  It will keep him busy for a few minutes.",Nice
Male,41,58.22,35,1463,graduate,EN,Web,8275,"My 5 year old son loves robots, and he really loved creating his own robots with this little Dover book. As always, these are high quality for the price. The Little Activity Books are small, and will get you through a waiting room visit, or a restaurant sitting, but not longer than that. They are worth their small cost though! Love it!",What a fun activity book!
Male,38,58.22,95,3866,postgraduate,EN,Web,2849,"... In a little package. My 6 year old loved making little robots with the stickers. I had originally got it to bump my order up to $25 to get free shipping, but I'm glad I got it. Now I want to get the other little sticker books from Dover for my son.",Lots of fun...
Male,58,58.22,11,463,postgraduate,EN,Web,2870,love this little book for an extra little fun stocking stuffer or reward item. Bots are a big thing with little boys!,fun cheap silly
Male,38,58.22,75,3052,graduate,EN,Web,2874,"My grandbaby is enjoying creativity with her activity book, according to her Momma. We will crank-up her working robot when I get to see her in January, but for a small package representative of robots for her latest enthusiasm, the sticker activity book is working.",3 year old grand-daughter having fun
Male,45,58.22,9,385,graduate,EN,Web,2877,It is a fun little book for those of you that have someone that loves robots in your life. Fun for all ages.,Small and fun!
Male,39,58.22,75,3082,postgraduate,EN,Web,2457,"This is advertised as stickers to build your own robot, what I received was the cover of the book with one sheet of stickers folded inside (not even stapled just stuck inside) and they were not even robots, they were firetrucks.",Not as advertised
Female,27,59.04,34,1174,graduate,EN,Web,2495,My son enjoyed picking the parts to assemble his own sticker robot.  Fun for home or trips in the car.,Cute for Robot Loving Little Ones
Female,33,59.04,71,2750,graduate,EN,Web,2518,"Sticker Activity Book my arse. This ""book"" is 2 pages of stickers, folded in half and stapled inside a cover jacket. It's not a book, and there are no activities to speak of, except for peeling off the stickers (robot parts) and affixing them to the back page.

Oh, and did I mention this is TINY?  The whole book is about the size of a passport (but with less pages) and there is about 4 robots total on the little pages (parts are parts, but I counted 1 head, 2 arms, 2 legs, 2 feet, and a body on each of the 4 pages).

So that works out to $1.00 per assembled robot - total ripoff.",Smaller than life.
Male,22,59.86,5,152,graduate,EN,Web,10196,"This occupied my almost-3 year old for nearly an hour.  Stickers were durable and easy to peel.  Afterwards, he kept going back to the box to see if there were more robot stickers to assemble in there.

I'll probably drop another dollar and buy it again for his Christmas stocking.  Three cheers for the short memory of a preschooler!",Perfect for Preschooler
Female,29,59.86,88,3218,graduate,EN,Web,10232,This kept my 3 year old son quite entertained whilst on a lengthy flight.  Recommend it for parents whose children are into robots,Robot
Female,42,59.86,7,303,PhD,EN,Web,10240,"Was not what I expected...not enough to do. Should be free with purchase of a product. Purchased to give to campers at an educational robotics camp. Kids not impressed, neither was I. Should be recommended for kids under 6.",Should be free with purchase....
Male,34,59.86,73,2910,diploma,EN,Web,10241,"This little Dover book is like the others of the series - fun and entertaining.  I was not happy to see that the price on the back was $1.50 and I paid $2.51 with Amazon.  I am used to getting a better deal than the stores, but this certainly was not!","good, but not a good price"
Male,18,60.68,10,266,graduate,EN,Web,10270,"My 4 year old loves this robot sticker book! Yes, it is small, but its priced right for the size.  This provided lots of entertainment for my son, as he got to create his own robots.  He loves to intermix the parts and mis-matched robots. Definatly worth 1.50.",Awesome little sticker book
Female,37,60.68,72,3022,graduate,EN,Web,10281,"My Grandson adores robots, I think Buzz Lightyear started it all ;-)

These he has had great fun with. I didn't give it 5 stars only because like other reusable stickers they really aren't very reusable. They only stay 'sticky' for the first few uses then they kept falling off which frustrated him. But the price wasn't bad so as long as you consider them consumable and don't plan on them lasting forever you'll be getting a pretty neat product. He really did enjoy them a lot, he is age 3 1/2 (does 100pc puzzles, builds with regular Legos, very mechanically inclined.)",Great idea...
Female,56,61.5,5,225,diploma,EN,Web,4470,"I bought 8 of these for my 3 year old daughter's robot themed birthday party as favors for the little ones and it was a great hit! I didn't realize that the stickers were robot parts that the kids assemble themselves to create their own robots! That was a lot of fun and for the price, it was well worth it!",Awesome sticker activity for the price
Male,34,61.5,93,3808,graduate,EN,Web,4477,My son is 5 and LOVES robots. He likes to change the parts around to make different robots. There are 4 different types to interchange.,robot lover
Female,32,62.32,40,1609,graduate,EN,Web,4491,Perfect for that long airplane ride for my almost 6 year old son. Small enough to fit into my handbag. The stickers can be re-used over and over again to make new robots. A must for any busy mom!,Entertains A 5 Year Old Boy!
Female,34,62.32,87,3610,graduate,EN,Web,2795,"My one-year-old got this as a birthday present. Within a week, the head fell off the handle of the hammer (we glued it back in place with rubber cement) and one of the peg holes no longer holds a peg in place. The plastic part that helps hold the peg is broken or has shifted. I don't know how to fix that.",Doesn't hold up well
Male,27,63.14,12,443,postgraduate,EN,Web,2807,"MY kids grew up with a peg bench and hammer and loved it, but I bought this brand for my grandson and was disappointed. The pegs  fit too loosely into the bench and he does not even use his hammer to pound them in, as he can  just push them in with his hand, or sometimes they fall through automatically.  My suggestion is to make the pegs fit a little tighter so the kids can learn skills of coordination, etc when pounding them in.  The pegs are nice and thick for little hands, but just not snug enough fitting to really use the toy as it is intended,",Disappointed
